date,open,high,low,close,volume,amount
1971-11-08,105.43,105.43,105.43,105.43,0,0
1971-11-09,105.72,105.72,105.72,105.72,0,0
1971-11-10,104.86,104.86,104.86,104.86,0,0
1971-11-11,103.74,103.74,103.74,103.74,0,0
1971-11-12,103.91,103.91,103.91,103.91,0,0
1971-11-15,103.44,103.44,103.44,103.44,0,0
1971-11-16,103.71,103.71,103.71,103.71,0,0
1971-11-17,103.64,103.64,103.64,103.64,0,0
1971-11-18,103.44,103.44,103.44,103.44,0,0
1971-11-19,102.95,102.95,102.95,102.95,0,0
1971-11-22,101.79,101.79,101.79,101.79,0,0
1971-11-23,100.31,100.31,100.31,100.31,0,0
1971-11-24,100.4,100.4,100.4,100.4,0,0
1971-11-26,101.64,101.64,101.64,101.64,0,0
1971-11-29,103.08,103.08,103.08,103.08,0,0
1971-11-30,103.97,103.97,103.97,103.97,0,0
1971-12-01,105.06,105.06,105.06,105.06,0,0
1971-12-02,106.15,106.15,106.15,106.15,0,0
1971-12-03,107.26,107.26,107.26,107.26,0,0
1971-12-06,106.92,106.92,106.92,106.92,0,0
1971-12-07,107.26,107.26,107.26,107.26,0,0
1971-12-08,107.71,107.71,107.71,107.71,0,0
1971-12-09,107.97,107.97,107.97,107.97,0,0
1971-12-10,108.81,108.81,108.81,108.81,0,0
1971-12-13,109.16,109.16,109.16,109.16,0,0
1971-12-14,109.07,109.07,109.07,109.07,0,0
1971-12-15,109.45,109.45,109.45,109.45,0,0
1971-12-16,110.01,110.01,110.01,110.01,0,0
1971-12-17,110.52,110.52,110.52,110.52,0,0
1971-12-20,111.5,111.5,111.5,111.5,0,0
1971-12-21,111.73,111.73,111.73,111.73,0,0
1971-12-22,111.97,111.97,111.97,111.97,0,0
1971-12-23,111.94,111.94,111.94,111.94,0,0
1971-12-27,111.7,111.7,111.7,111.7,0,0
1971-12-28,111.93,111.93,111.93,111.93,0,0
1971-12-29,112.57,112.57,112.57,112.57,0,0
1971-12-30,112.97,112.97,112.97,112.97,0,0
1971-12-31,114.12,114.12,114.12,114.12,0,0
1972-01-03,113.65,113.65,113.65,113.65,0,0
1972-01-04,113.93,113.93,113.93,113.93,0,0
1972-01-05,114.83,114.83,114.83,114.83,0,0
1972-01-06,115.72,115.72,115.72,115.72,0,0
1972-01-07,116.05,116.05,116.05,116.05,0,0
1972-01-10,116.1,116.1,116.1,116.1,0,0
1972-01-11,116.64,116.64,116.64,116.64,0,0
1972-01-12,116.9,116.9,116.9,116.9,0,0
1972-01-13,116.42,116.42,116.42,116.42,0,0
1972-01-14,116.74,116.74,116.74,116.74,0,0
1972-01-17,116.93,116.93,116.93,116.93,0,0
1972-01-18,117.66,117.66,117.66,117.66,0,0
1972-01-19,117.45,117.45,117.45,117.45,0,0
1972-01-20,117.32,117.32,117.32,117.32,0,0
1972-01-21,117.21,117.21,117.21,117.21,0,0
1972-01-24,116.49,116.49,116.49,116.49,0,0
1972-01-25,116.3,116.3,116.3,116.3,0,0
1972-01-26,116.39,116.39,116.39,116.39,0,0
1972-01-27,117.37,117.37,117.37,117.37,0,0
1972-01-28,118.44,118.44,118.44,118.44,0,0
1972-01-31,118.87,118.87,118.87,118.87,0,0
1972-02-01,119.58,119.58,119.58,119.58,0,0
1972-02-02,120.47,120.47,120.47,120.47,0,0
1972-02-03,120.66,120.66,120.66,120.66,0,0
1972-02-04,121.24,121.24,121.24,121.24,0,0
1972-02-07,121.14,121.14,121.14,121.14,0,0
1972-02-08,121.35,121.35,121.35,121.35,0,0
1972-02-09,122.16,122.16,122.16,122.16,0,0
1972-02-10,122.71,122.71,122.71,122.71,0,0
1972-02-11,122.86,122.86,122.86,122.86,0,0
1972-02-14,122.26,122.26,122.26,122.26,0,0
1972-02-15,122.61,122.61,122.61,122.61,0,0
1972-02-16,123.35,123.35,123.35,123.35,0,0
1972-02-17,123.44,123.44,123.44,123.44,0,0
1972-02-18,123.4,123.4,123.4,123.4,0,0
1972-02-22,123.3,123.3,123.3,123.3,0,0
1972-02-23,123.61,123.61,123.61,123.61,0,0
1972-02-24,124.0,124.0,124.0,124.0,0,0
1972-02-25,124.83,124.83,124.83,124.83,0,0
1972-02-28,124.94,124.94,124.94,124.94,0,0
1972-02-29,125.38,125.38,125.38,125.38,0,0
1972-03-01,126.29,126.29,126.29,126.29,0,0
1972-03-02,126.58,126.58,126.58,126.58,0,0
1972-03-03,127.19,127.19,127.19,127.19,0,0
1972-03-06,127.88,127.88,127.88,127.88,0,0
1972-03-07,127.83,127.83,127.83,127.83,0,0
1972-03-08,128.4,128.4,128.4,128.4,0,0
1972-03-09,128.85,128.85,128.85,128.85,0,0
1972-03-10,128.55,128.55,128.55,128.55,0,0
1972-03-13,127.34,127.34,127.34,127.34,0,0
1972-03-14,127.73,127.73,127.73,127.73,0,0
1972-03-15,128.14,128.14,128.14,128.14,0,0
1972-03-16,127.77,127.77,127.77,127.77,0,0
1972-03-17,128.01,128.01,128.01,128.01,0,0
1972-03-20,127.53,127.53,127.53,127.53,0,0
1972-03-21,125.73,125.73,125.73,125.73,0,0
1972-03-22,126.36,126.36,126.36,126.36,0,0
1972-03-23,127.38,127.38,127.38,127.38,0,0
1972-03-24,127.55,127.55,127.55,127.55,0,0
1972-03-27,127.56,127.56,127.56,127.56,0,0
1972-03-28,127.72,127.72,127.72,127.72,0,0
1972-03-29,127.53,127.53,127.53,127.53,0,0
1972-03-30,128.14,128.14,128.14,128.14,0,0
1972-04-03,128.06,128.06,128.06,128.06,0,0
1972-04-04,128.78,128.78,128.78,128.78,0,0
1972-04-05,130.0,130.0,130.0,130.0,0,0
1972-04-06,130.92,130.92,130.92,130.92,0,0
1972-04-07,131.8,131.8,131.8,131.8,0,0
1972-04-10,131.76,131.76,131.76,131.76,0,0
1972-04-11,132.47,132.47,132.47,132.47,0,0
1972-04-12,133.17,133.17,133.17,133.17,0,0
1972-04-13,133.06,133.06,133.06,133.06,0,0
1972-04-14,133.88,133.88,133.88,133.88,0,0
1972-04-17,133.74,133.74,133.74,133.74,0,0
1972-04-18,134.1,134.1,134.1,134.1,0,0
1972-04-19,132.68,132.68,132.68,132.68,0,0
1972-04-20,132.86,132.86,132.86,132.86,0,0
1972-04-21,133.01,133.01,133.01,133.01,0,0
1972-04-24,131.9,131.9,131.9,131.9,0,0
1972-04-25,130.84,130.84,130.84,130.84,0,0
1972-04-26,130.92,130.92,130.92,130.92,0,0
1972-04-27,131.01,131.01,131.01,131.01,0,0
1972-04-28,131.33,131.33,131.33,131.33,0,0
1972-05-01,130.16,130.16,130.16,130.16,0,0
1972-05-02,129.34,129.34,129.34,129.34,0,0
1972-05-03,128.77,128.77,128.77,128.77,0,0
1972-05-04,128.92,128.92,128.92,128.92,0,0
1972-05-05,129.43,129.43,129.43,129.43,0,0
1972-05-08,128.62,128.62,128.62,128.62,0,0
1972-05-09,125.78,125.78,125.78,125.78,0,0
1972-05-10,126.77,126.77,126.77,126.77,0,0
1972-05-11,127.95,127.95,127.95,127.95,0,0
1972-05-12,129.44,129.44,129.44,129.44,0,0
1972-05-15,130.34,130.34,130.34,130.34,0,0
1972-05-16,130.36,130.36,130.36,130.36,0,0
1972-05-17,129.76,129.76,129.76,129.76,0,0
1972-05-18,130.82,130.82,130.82,130.82,0,0
1972-05-19,132.16,132.16,132.16,132.16,0,0
1972-05-22,132.38,132.38,132.38,132.38,0,0
1972-05-23,132.72,132.72,132.72,132.72,0,0
1972-05-24,133.47,133.47,133.47,133.47,0,0
1972-05-25,133.8,133.8,133.8,133.8,0,0
1972-05-26,133.95,133.95,133.95,133.95,0,0
1972-05-30,133.45,133.45,133.45,133.45,0,0
1972-05-31,132.53,132.53,132.53,132.53,0,0
1972-06-01,133.13,133.13,133.13,133.13,0,0
1972-06-02,133.52,133.52,133.52,133.52,0,0
1972-06-05,132.74,132.74,132.74,132.74,0,0
1972-06-06,132.0,132.0,132.0,132.0,0,0
1972-06-07,131.0,131.0,131.0,131.0,0,0
1972-06-08,131.07,131.07,131.07,131.07,0,0
1972-06-09,130.57,130.57,130.57,130.57,0,0
1972-06-12,130.38,130.38,130.38,130.38,0,0
1972-06-13,130.78,130.78,130.78,130.78,0,0
1972-06-14,131.45,131.45,131.45,131.45,0,0
1972-06-15,131.29,131.29,131.29,131.29,0,0
1972-06-16,131.28,131.28,131.28,131.28,0,0
1972-06-19,130.76,130.76,130.76,130.76,0,0
1972-06-20,131.07,131.07,131.07,131.07,0,0
1972-06-21,131.38,131.38,131.38,131.38,0,0
1972-06-22,130.79,130.79,130.79,130.79,0,0
1972-06-23,130.22,130.22,130.22,130.22,0,0
1972-06-26,129.31,129.31,129.31,129.31,0,0
1972-06-27,129.79,129.79,129.79,129.79,0,0
1972-06-28,129.58,129.58,129.58,129.58,0,0
1972-06-29,129.35,129.35,129.35,129.35,0,0
1972-06-30,130.08,130.08,130.08,130.08,0,0
1972-07-03,130.59,130.59,130.59,130.59,0,0
1972-07-05,131.28,131.28,131.28,131.28,0,0
1972-07-06,131.86,131.86,131.86,131.86,0,0
1972-07-07,131.5,131.5,131.5,131.5,0,0
1972-07-10,130.85,130.85,130.85,130.85,0,0
1972-07-11,130.47,130.47,130.47,130.47,0,0
1972-07-12,130.11,130.11,130.11,130.11,0,0
1972-07-13,129.03,129.03,129.03,129.03,0,0
1972-07-14,129.38,129.38,129.38,129.38,0,0
1972-07-17,128.4,128.4,128.4,128.4,0,0
1972-07-18,127.54,127.54,127.54,127.54,0,0
1972-07-19,127.77,127.77,127.77,127.77,0,0
1972-07-20,127.09,127.09,127.09,127.09,0,0
1972-07-21,127.63,127.63,127.63,127.63,0,0
1972-07-24,128.77,128.77,128.77,128.77,0,0
1972-07-25,128.47,128.47,128.47,128.47,0,0
1972-07-26,128.65,128.65,128.65,128.65,0,0
1972-07-27,128.36,128.36,128.36,128.36,0,0
1972-07-28,128.15,128.15,128.15,128.15,0,0
1972-07-31,127.75,127.75,127.75,127.75,0,0
1972-08-01,128.45,128.45,128.45,128.45,0,0
1972-08-02,129.39,129.39,129.39,129.39,0,0
1972-08-03,130.31,130.31,130.31,130.31,0,0
1972-08-04,130.94,130.94,130.94,130.94,0,0
1972-08-07,130.97,130.97,130.97,130.97,0,0
1972-08-08,130.61,130.61,130.61,130.61,0,0
1972-08-09,130.75,130.75,130.75,130.75,0,0
1972-08-10,130.84,130.84,130.84,130.84,0,0
1972-08-11,131.68,131.68,131.68,131.68,0,0
1972-08-14,131.7,131.7,131.7,131.7,0,0
1972-08-15,131.48,131.48,131.48,131.48,0,0
1972-08-16,131.46,131.46,131.46,131.46,0,0
1972-08-17,130.89,130.89,130.89,130.89,0,0
1972-08-18,131.43,131.43,131.43,131.43,0,0
1972-08-21,131.29,131.29,131.29,131.29,0,0
1972-08-22,131.29,131.29,131.29,131.29,0,0
1972-08-23,131.1,131.1,131.1,131.1,0,0
1972-08-24,130.4,130.4,130.4,130.4,0,0
1972-08-25,130.31,130.31,130.31,130.31,0,0
1972-08-28,129.77,129.77,129.77,129.77,0,0
1972-08-29,129.44,129.44,129.44,129.44,0,0
1972-08-30,129.78,129.78,129.78,129.78,0,0
1972-08-31,129.95,129.95,129.95,129.95,0,0
1972-09-01,130.7,130.7,130.7,130.7,0,0
1972-09-05,130.33,130.33,130.33,130.33,0,0
1972-09-06,129.63,129.63,129.63,129.63,0,0
1972-09-07,129.21,129.21,129.21,129.21,0,0
1972-09-08,129.13,129.13,129.13,129.13,0,0
1972-09-11,128.26,128.26,128.26,128.26,0,0
1972-09-12,127.18,127.18,127.18,127.18,0,0
1972-09-13,127.51,127.51,127.51,127.51,0,0
1972-09-14,127.58,127.58,127.58,127.58,0,0
1972-09-15,127.67,127.67,127.67,127.67,0,0
1972-09-18,127.61,127.61,127.61,127.61,0,0
1972-09-19,127.42,127.42,127.42,127.42,0,0
1972-09-20,127.51,127.51,127.51,127.51,0,0
1972-09-21,127.3,127.3,127.3,127.3,0,0
1972-09-22,127.46,127.46,127.46,127.46,0,0
1972-09-25,126.82,126.82,126.82,126.82,0,0
1972-09-26,127.07,127.07,127.07,127.07,0,0
1972-09-27,128.55,128.55,128.55,128.55,0,0
1972-09-28,129.13,129.13,129.13,129.13,0,0
1972-09-29,129.61,129.61,129.61,129.61,0,0
1972-10-02,129.3,129.3,129.3,129.3,0,0
1972-10-03,129.48,129.48,129.48,129.48,0,0
1972-10-04,129.29,129.29,129.29,129.29,0,0
1972-10-05,128.01,128.01,128.01,128.01,0,0
1972-10-06,128.13,128.13,128.13,128.13,0,0
1972-10-09,128.51,128.51,128.51,128.51,0,0
1972-10-10,129.02,129.02,129.02,129.02,0,0
1972-10-11,128.57,128.57,128.57,128.57,0,0
1972-10-12,127.87,127.87,127.87,127.87,0,0
1972-10-13,127.19,127.19,127.19,127.19,0,0
1972-10-16,125.87,125.87,125.87,125.87,0,0
1972-10-17,126.43,126.43,126.43,126.43,0,0
1972-10-18,127.05,127.05,127.05,127.05,0,0
1972-10-19,126.91,126.91,126.91,126.91,0,0
1972-10-20,128.0,128.0,128.0,128.0,0,0
1972-10-23,128.66,128.66,128.66,128.66,0,0
1972-10-24,128.91,128.91,128.91,128.91,0,0
1972-10-25,128.89,128.89,128.89,128.89,0,0
1972-10-26,129.37,129.37,129.37,129.37,0,0
1972-10-27,129.53,129.53,129.53,129.53,0,0
1972-10-30,129.46,129.46,129.46,129.46,0,0
1972-10-31,130.24,130.24,130.24,130.24,0,0
1972-11-01,131.59,131.59,131.59,131.59,0,0
1972-11-02,132.12,132.12,132.12,132.12,0,0
1972-11-03,133.34,133.34,133.34,133.34,0,0
1972-11-06,133.58,133.58,133.58,133.58,0,0
1972-11-08,133.06,133.06,133.06,133.06,0,0
1972-11-09,132.82,132.82,132.82,132.82,0,0
1972-11-10,133.12,133.12,133.12,133.12,0,0
1972-11-13,132.77,132.77,132.77,132.77,0,0
1972-11-14,132.9,132.9,132.9,132.9,0,0
1972-11-15,132.45,132.45,132.45,132.45,0,0
1972-11-16,132.62,132.62,132.62,132.62,0,0
1972-11-17,132.33,132.33,132.33,132.33,0,0
1972-11-20,132.12,132.12,132.12,132.12,0,0
1972-11-21,132.19,132.19,132.19,132.19,0,0
1972-11-22,132.49,132.49,132.49,132.49,0,0
1972-11-24,133.02,133.02,133.02,133.02,0,0
1972-11-27,132.57,132.57,132.57,132.57,0,0
1972-11-28,132.71,132.71,132.71,132.71,0,0
1972-11-29,132.73,132.73,132.73,132.73,0,0
1972-11-30,132.96,132.96,132.96,132.96,0,0
1972-12-01,133.94,133.94,133.94,133.94,0,0
1972-12-04,134.14,134.14,134.14,134.14,0,0
1972-12-05,134.28,134.28,134.28,134.28,0,0
1972-12-06,134.68,134.68,134.68,134.68,0,0
1972-12-07,135.06,135.06,135.06,135.06,0,0
1972-12-08,135.15,135.15,135.15,135.15,0,0
1972-12-11,134.83,134.83,134.83,134.83,0,0
1972-12-12,134.27,134.27,134.27,134.27,0,0
1972-12-13,133.66,133.66,133.66,133.66,0,0
1972-12-14,133.33,133.33,133.33,133.33,0,0
1972-12-15,133.53,133.53,133.53,133.53,0,0
1972-12-18,132.54,132.54,132.54,132.54,0,0
1972-12-19,132.39,132.39,132.39,132.39,0,0
1972-12-20,131.93,131.93,131.93,131.93,0,0
1972-12-21,131.08,131.08,131.08,131.08,0,0
1972-12-22,131.28,131.28,131.28,131.28,0,0
1972-12-26,131.18,131.18,131.18,131.18,0,0
1972-12-27,131.93,131.93,131.93,131.93,0,0
1972-12-29,133.73,133.73,133.73,133.73,0,0
1973-01-02,134.63,134.63,134.63,134.63,0,0
1973-01-03,135.38,135.38,135.38,135.38,0,0
1973-01-04,135.44,135.44,135.44,135.44,0,0
1973-01-05,135.91,135.91,135.91,135.91,0,0
1973-01-08,136.02,136.02,136.02,136.02,0,0
1973-01-09,135.99,135.99,135.99,135.99,0,0
1973-01-10,136.06,136.06,136.06,136.06,0,0
1973-01-11,136.84,136.84,136.84,136.84,0,0
1973-01-12,136.01,136.01,136.01,136.01,0,0
1973-01-15,134.6,134.6,134.6,134.6,0,0
1973-01-16,134.03,134.03,134.03,134.03,0,0
1973-01-17,134.07,134.07,134.07,134.07,0,0
1973-01-18,134.34,134.34,134.34,134.34,0,0
1973-01-19,133.87,133.87,133.87,133.87,0,0
1973-01-22,133.15,133.15,133.15,133.15,0,0
1973-01-23,132.44,132.44,132.44,132.44,0,0
1973-01-24,130.49,130.49,130.49,130.49,0,0
1973-01-26,129.76,129.76,129.76,129.76,0,0
1973-01-29,128.46,128.46,128.46,128.46,0,0
1973-01-30,128.22,128.22,128.22,128.22,0,0
1973-01-31,128.4,128.4,128.4,128.4,0,0
1973-02-01,126.94,126.94,126.94,126.94,0,0
1973-02-02,126.48,126.48,126.48,126.48,0,0
1973-02-05,126.0,126.0,126.0,126.0,0,0
1973-02-06,126.27,126.27,126.27,126.27,0,0
1973-02-07,124.99,124.99,124.99,124.99,0,0
1973-02-08,123.97,123.97,123.97,123.97,0,0
1973-02-09,125.86,125.86,125.86,125.86,0,0
1973-02-12,126.88,126.88,126.88,126.88,0,0
1973-02-13,127.19,127.19,127.19,127.19,0,0
1973-02-14,125.42,125.42,125.42,125.42,0,0
1973-02-15,124.43,124.43,124.43,124.43,0,0
1973-02-16,124.55,124.55,124.55,124.55,0,0
1973-02-20,125.01,125.01,125.01,125.01,0,0
1973-02-21,123.95,123.95,123.95,123.95,0,0
1973-02-22,123.68,123.68,123.68,123.68,0,0
1973-02-23,122.34,122.34,122.34,122.34,0,0
